X,Y,Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (m),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,icon_url
-9.44,-7.33,"159",Ronestad,,,Neutrals,undefined,Dwarf,No religion,"1106",733.5,620,-7.33,-9.44,"36",,port,,,,,,./0.png
-33.96,-11.23,"160",Fontegioli,,,Neutrals,undefined,Human,No religion,"2205",144.87,713.46,-11.23,-33.96,"36",,,,walls,plaza,,,./0.png
-36.29,-13.64,"161",Tarbone,,,Neutrals,undefined,Human,No religion,"401",89.09,771.37,-13.64,-36.29,"36",,,citadel,,plaza,,,./0.png
-22.06,-19.19,"162",Posaseno,,,Neutrals,undefined,Human,No religion,"723",430.66,904.48,-19.19,-22.06,"36",,,citadel,,,,,./0.png
-20.59,-19.84,"163",Menfignalat,,,Neutrals,undefined,Human,No religion,"3217",465.88,920.27,-19.84,-20.59,"36",,,citadel,walls,plaza,,,./0.png
-21.67,-21.27,"164",Naamiut,,,Neutrals,undefined,Halfling,No religion,"395",439.89,954.54,-21.27,-21.67,"36",,,,,,,,./0.png
-5.21,-22.54,"165",Monta,Marsa,Marsa Earldom,Fonticalia,Fonticalian Empire,Human,Greek Deities,"3864",835,985,-22.54,-5.21,"36",,port,,walls,plaza,,,./0.png
-9.44,-23.48,"166",Inisia,Cervolalom,Cervolalom County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1434",733.5,1007.5,-23.48,-9.44,"36",,port,citadel,,,,,./0.png
-20.85,-18.66,"167",Campo,,,Neutrals,undefined,Human,No religion,"3711",459.5,891.94,-18.66,-20.85,"49",,,citadel,walls,plaza,,,./0.png
-10.39,8.65,"168",Szabads,,,Neutrals,undefined,Gnome,No religion,"3104",710.52,236.29,8.65,-10.39,"81",,,,walls,plaza,,,./0.png
-9.3,-5.59,"169",Klakknes,,,Neutrals,undefined,Dwarf,No religion,"387",736.77,578.15,-5.59,-9.3,"100",,,citadel,,,,,./0.png
-24.7,0.44,"170",Odingland,,,Neutrals,undefined,Dwarf,No religion,"2785",367.29,433.46,0.44,-24.7,"225",,,citadel,,plaza,,,./0.png
-7.44,7.9,"171",Mevelsker,,,Neutrals,undefined,Dwarf,No religion,"1113",781.5,254.5,7.9,-7.44,"324",,port,,walls,,,,./0.png
-33.44,15.56,"172",Nanyha,,,Neutrals,undefined,Half-Orc,No religion,"595",157.5,70.5,15.56,-33.44,"4",,port,citadel,,plaza,,,./0.png
-1.56,15.15,"173",Hovden,,,Neutrals,undefined,Dragonborn,No religion,"2000",922.62,80.34,15.15,-1.56,"4",,,,walls,,,,./0.png
-24.35,13.46,"174",Taucia,,,Neutrals,undefined,Hadozee,No religion,"3976",375.5,121,13.46,-24.35,"4",,port,,walls,plaza,,,./0.png
-4.8,13.97,"175",Snubanes,,,Neutrals,undefined,Dragonborn,No religion,"415",844.7,108.68,13.97,-4.8,"4",,,citadel,,,,,./0.png
2.4,13.82,"176",Bosvograv,,,Neutrals,undefined,Dragonborn,No religion,"1550",1017.71,112.24,13.82,2.4,"4",,,,walls,plaza,,,./0.png
-32.89,12.62,"177",Kagyadiget,,,Neutrals,undefined,Half-Orc,No religion,"398",170.58,141.23,12.62,-32.89,"4",,,,,,,,./0.png
27.46,12.27,"178",Nathelelt,Nythyrlor,Nythyrlor Earldom,Dranzandyndor,Empire of Dranzandyndor,Elf (Sea),The Egyptian Pantheon,"384",1619.1,149.5,12.27,27.46,"4",,,citadel,,plaza,,,./0.png
1.43,12.3,"179",Brugardur,,,Neutrals,undefined,Dragonborn,No religion,"1667",994.35,148.81,12.3,1.43,"4",,,,,,,,./0.png
0.38,11.6,"180",Nesetnes,,,Neutrals,undefined,Dragonborn,No religion,"3681",969.24,165.64,11.6,0.38,"4",,,,walls,plaza,,,./0.png
-29.26,9.78,"181",Jasztomazsol,,,Neutrals,undefined,Orc,No religion,"395",257.85,209.29,9.78,-29.26,"4",,,,,,,,./0.png
-4.73,9.63,"182",Lopsvik,,,Neutrals,undefined,Autognome,No religion,"602",846.5,213,9.63,-4.73,"4",,port,citadel,,,,,./0.png
-1.14,9.25,"183",Holennes,,,Neutrals,undefined,Dragonborn,No religion,"395",932.74,221.92,9.25,-1.14,"4",,,citadel,,,,,./0.png
28.75,8.37,"184",Thellanar,,,Neutrals,undefined,Elf,No religion,"1280",1649.88,243.22,8.37,28.75,"4",,,citadel,walls,,,,./0.png
29.15,7.81,"185",Lylathrionde,,,Neutrals,undefined,Elf,No religion,"2059",1659.5,256.5,7.81,29.15,"4",,port,,,,,,./0.png
20.17,3.78,"186",Shemsesath,Neanalonele,Neanalonele Shire,Dranzandyndor,Empire of Dranzandyndor,Elf (High),The Egyptian Pantheon,"3546",1444.2,353.3,3.78,20.17,"4",,,,walls,plaza,,,./0.png
8.29,-9.92,"187",Tselbar,,,Neutrals,undefined,Gith,No religion,"478",1158.99,682.02,-9.92,8.29,"4",,,,,,,,./0.png
-36.47,-10.4,"188",Fegiocemino,Citritelia,Citritelia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1443",84.7,693.69,-10.4,-36.47,"4",,,,,,,,./0.png
32.3,-10.71,"189",Thahilte,,,Neutrals,undefined,Elf,No religion,"390",1735.23,701,-10.71,32.3,"4",,,citadel,,,,,./0.png
-23.85,-12.25,"190",Hetti,,,Neutrals,undefined,Haregon,No religion,"7586",387.5,738,-12.25,-23.85,"4",,port,,walls,plaza,temple,,./0.png
35.59,-15.96,"191",Neanalas,Sylfa,Sylfa Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"388",1814.24,827.14,-15.96,35.59,"4",,,,,,,,./0.png
16.7,-17.68,"192",Peonapame,,,Neutrals,undefined,Firbolg,No religion,"1434",1360.84,868.37,-17.68,16.7,"4",,,citadel,,,,,./0.png
13.86,-19.18,"193",Pualaiohi,,,Neutrals,undefined,Firbolg,No religion,"6618",1292.7,904.4,-19.18,13.86,"4",,,,walls,plaza,,,./0.png
15.1,-18.82,"194",Paoanani,,,Neutrals,undefined,Firbolg,No religion,"1872",1322.52,895.65,-18.82,15.1,"4",,,citadel,,plaza,,,./0.png
16.51,-18.78,"195",Holuamehe,,,Neutrals,undefined,Firbolg,No religion,"392",1356.28,894.81,-18.78,16.51,"4",,,citadel,,,,,./0.png
33.13,-19.48,"196",Tlaunadidor,Inerionnor,Inerionnor County,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"5307",1755.05,911.4,-19.48,33.13,"4",,,,,plaza,temple,,./0.png
27.1,-19.96,"197",Lyelofe,Shemliebel,Shemliebel Shire,Dranzandyndor,Empire of Dranzandyndor,Elf (Wood),The Egyptian Pantheon,"1716",1610.5,923,-19.96,27.1,"4",,port,,,,,,./0.png
22.87,-20.92,"198",Houimaga,,,Neutrals,undefined,Tabaxi,No religion,"2540",1508.95,946.19,-20.92,22.87,"4",,,citadel,,,,,./0.png
32.72,-21.62,"199",Kalumalulume,Matha,Matha Earldom,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"5974",1745.26,962.79,-21.62,32.72,"4",,,citadel,walls,plaza,temple,,./0.png
-34.47,-22.57,"200",Lubriacumi,Picepieti,Picepieti County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"1764",132.8,985.8,-22.57,-34.47,"4",,,,,,,,./0.png
4.07,-24.57,"201",Shatanz,,,Neutrals,undefined,Leonin,No religion,"1651",1057.8,1033.6,-24.57,4.07,"4",,,citadel,walls,,,,./0.png
6.16,-24.93,"202",Naqshianbar,,,Neutrals,undefined,Leonin,No religion,"3538",1107.8,1042.4,-24.93,6.16,"4",,,citadel,walls,plaza,,,./0.png
-7.94,-24.8,"203",Malegio,Guino,Guino County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"381",769.51,1039.32,-24.8,-7.94,"4",,,,,,,,./0.png
9.29,13.61,"204",Rasam,,,Neutrals,undefined,Yuan-ti,No religion,"396",1182.85,117.39,13.61,9.29,"9",,,,walls,plaza,,,./0.png
-21.57,-9.1,"205",Acentiomaca,,,Neutrals,undefined,Centaur,No religion,"473",442.4,662.4,-9.1,-21.57,"9",,,,walls,plaza,,,./0.png
-18.3,-9.65,"206",Anoria,,,Neutrals,undefined,Genasi,No religion,"463",520.72,675.71,-9.65,-18.3,"9",,,citadel,,,,,./0.png
-34.5,-9.96,"207",Cellanorani,Acquania,Acquania Landgrave,Fonticalia,Fonticalian Empire,Human,Greek Deities,"4018",132.06,683.09,-9.96,-34.5,"9",,,citadel,walls,plaza,,,./0.png
-38.62,-13.44,"208",Torbogno,,,Neutrals,undefined,Human,No religion,"1508",33,766.5,-13.44,-38.62,"9",,port,citadel,,,,,./0.png
30.14,-14.37,"209",Imyran,,,Neutrals,undefined,Elf,No religion,"3881",1683.31,788.98,-14.37,30.14,"9",,,,walls,plaza,,,./0.png
-3.71,-15.62,"210",Terro,,,Neutrals,undefined,Human,No religion,"2109",870.98,818.93,-15.62,-3.71,"9",,,,,plaza,,,./0.png
-22.22,10.14,"211",Hrafjord,,,Neutrals,undefined,Dwarf,No religion,"388",426.81,200.76,10.14,-22.22,"16",,,citadel,walls,,,,./0.png
-34.66,-8.22,"212",Canta,Acquania,Acquania Landgrave,Fonticalia,Fonticalian Empire,Human,Greek Deities,"395",128.2,641.21,-8.22,-34.66,"16",,,citadel,,,,,./0.png
-34.64,-11.03,"213",Fonte,,,Neutrals,undefined,Human,No religion,"931",128.67,708.82,-11.03,-34.64,"16",,,,,,,,./0.png
-24.14,-23.97,"214",Rontanoliva,Belalentia,Belalentia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"3591",380.58,1019.19,-23.97,-24.14,"16",,,citadel,,plaza,,,./0.png
-2.97,-24.39,"215",Naze,Amarinia,Amarinia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"385",888.72,1029.32,-24.39,-2.97,"16",,,,,plaza,,,./0.png
-5.78,-25.17,"216",Spercitelli,Cotelilac,Cotelilac County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"384",821.2,1048.1,-25.17,-5.78,"16",,,citadel,,,,,./0.png
-10.38,10.04,"217",Naluna,,,Neutrals,undefined,Gnome,No religion,"405",710.83,203.05,10.04,-10.38,"25",,,citadel,,,,,./0.png
9.06,-5.81,"218",Putumnwell,,,Neutrals,undefined,Kalashtar,No religion,"2516",1177.34,583.54,-5.81,9.06,"25",,,,walls,plaza,,,./0.png
10.06,-6.92,"219",Curhater,,,Neutrals,undefined,Kalashtar,No religion,"406",1201.45,610,-6.92,10.06,"25",,,citadel,walls,plaza,,,./0.png
13.31,-11.28,"220",Kanburato,,,Neutrals,undefined,Aarakocra,No religion,"2623",1279.53,714.63,-11.28,13.31,"25",,,,,plaza,,,./0.png
-31.74,-14.11,"221",Tolle,,,Neutrals,undefined,Human,No religion,"6580",198.2,782.63,-14.11,-31.74,"25",,,,walls,,,,./0.png
-21.17,-23.77,"222",Carinolicumo,Vicia,Vicia County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"3003",451.8,1014.5,-23.77,-21.17,"25",,,,walls,plaza,,,./0.png
24.4,2.7,"223",Wlalye,,,Neutrals,undefined,Elf,No religion,"1068",1545.71,379.18,2.7,24.4,"36",,,,,plaza,,,./0.png
-10.56,-7.44,"224",Vopeid,,,Neutrals,undefined,Dwarf,No religion,"2602",706.5,622.5,-7.44,-10.56,"36",,,,walls,plaza,,,./0.png
-19.17,-21.37,"225",Ventinianone,,,Neutrals,undefined,Human,No religion,"2487",499.83,956.81,-21.37,-19.17,"36",,,citadel,walls,,,,./0.png
-21.73,-22.18,"226",Litellolo,,,Neutrals,undefined,Human,No religion,"945",438.53,976.35,-22.18,-21.73,"36",,,citadel,walls,,,,./0.png
22.76,1.77,"227",Orrvheiben,Neanalonele,Neanalonele Shire,Dranzandyndor,Empire of Dranzandyndor,Half-Elf,The Egyptian Pantheon,"414",1506.21,401.52,1.77,22.76,"49",,,,walls,plaza,,,./0.png
-14.72,-2.82,"228",Sigdak,Hrafrost,Hrafrost County,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"1121",606.65,511.69,-2.82,-14.72,"49",,,citadel,,,,,./0.png
-18.56,-4.24,"229",Laurey,,,Neutrals,undefined,Dwarf,No religion,"2746",514.44,545.87,-4.24,-18.56,"49",,,citadel,walls,plaza,,,./0.png
-4.71,-3.89,"230",Stogengen,,,Neutrals,undefined,Dwarf,No religion,"2706",846.93,537.27,-3.89,-4.71,"49",,,citadel,walls,plaza,,,./0.png
-24.05,-20.32,"231",Tolle,,,Neutrals,undefined,Human,No religion,"1035",382.84,931.71,-20.32,-24.05,"49",,,citadel,,,,,./0.png
-15.03,-22.44,"232",Tarano,Antritovilfa,Antritovilfa County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"3318",599.32,982.57,-22.44,-15.03,"49",,,,,plaza,,,./0.png
22.65,3.86,"233",Amsenorlor,,,Neutrals,undefined,Elf,No religion,"389",1503.52,351.38,3.86,22.65,"64",,,,,plaza,,,./0.png
18.58,3.34,"234",Inenosalor,Aymlunola,Aymlunola Shire,Dranzandyndor,Empire of Dranzandyndor,Elf (High),The Egyptian Pantheon,"396",1405.93,363.77,3.34,18.58,"64",,,citadel,,,,,./0.png
22.9,2.69,"235",Yeerin,,,Neutrals,undefined,Elf,No religion,"2682",1509.52,379.35,2.69,22.9,"64",,,,,plaza,,,./0.png
-25.35,-21.2,"236",Cermo,,,Neutrals,undefined,Human,No religion,"2253",351.49,952.88,-21.2,-25.35,"64",,,,walls,plaza,,,./0.png
-16.42,-22.74,"237",Anttata,Gecorso,Gecorso County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"2612",565.81,989.74,-22.74,-16.42,"64",,,citadel,walls,,,,./0.png
10.19,9.86,"238",Drandenilmena,,,Neutrals,undefined,Tiefling,No religion,"392",1204.63,207.39,9.86,10.19,"81",,,citadel,,,,,./0.png
4.69,5.04,"239",Nardis,,,Neutrals,undefined,Goliath,No religion,"1853",1072.62,322.98,5.04,4.69,"81",,,citadel,,,,,./0.png
-26.38,3.09,"240",Oldurey,,,Neutrals,undefined,Dwarf,No religion,"391",326.79,369.9,3.09,-26.38,"81",,,citadel,,,,,./0.png
3.09,-19.38,"241",Ischia,,,Neutrals,undefined,Human,No religion,"3713",1034.12,909.14,-19.38,3.09,"81",,,,walls,plaza,,,./0.png
-16.44,-20.79,"242",Grotrolicino,Antritovilfa,Antritovilfa County,Fonticalia,Fonticalian Empire,Human,Greek Deities,"3308",565.35,943.04,-20.79,-16.44,"81",,,,walls,plaza,,,./0.png
2.34,6.37,"243",Natiba,,,Neutrals,undefined,Goliath,No religion,"740",1016.26,291.08,6.37,2.34,"100",,,,walls,plaza,,,./0.png
-11.7,1.59,"244",Brauga,Solania,Solania Seneschalty,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"3157",679.13,405.91,1.59,-11.7,"100",,,citadel,walls,,,,./0.png
-8.75,-4.02,"245",Straunah,,,Neutrals,undefined,Dwarf,No religion,"3095",749.93,540.5,-4.02,-8.75,"100",,,,walls,plaza,,,./0.png
2.93,-15.8,"246",Femanova,Serno,Serno Shire,Fonticalia,Fonticalian Empire,Human,Greek Deities,"393",1030.24,823.16,-15.8,2.93,"100",,,citadel,,,,,./0.png
-8.48,7.81,"247",Adudvarkegy,,,Neutrals,undefined,Gnome,No religion,"8366",756.5,256.5,7.81,-8.48,"121",,port,,walls,plaza,temple,,./0.png
10.62,7.13,"248",Linargarith,,,Neutrals,undefined,Tiefling,No religion,"1882",1214.84,272.84,7.13,10.62,"121",,,,,,,,./0.png
-5.29,-2.09,"249",Salkes,,,Neutrals,undefined,Dwarf,No religion,"781",833.14,494.19,-2.09,-5.29,"121",,,citadel,,,,,./0.png
5.16,-7.1,"250",Chear,,,Neutrals,undefined,Satyr,No religion,"383",1083.96,614.29,-7.1,5.16,"121",,,,,,,,./0.png
-22.31,5.68,"251",Felmengen,,,Neutrals,undefined,Dwarf,No religion,"1703",424.57,307.61,5.68,-22.31,"144",,,citadel,,,,,./0.png
-23.59,-2.02,"252",Sollan,,,Neutrals,undefined,Dwarf,No religion,"397",393.88,492.47,-2.02,-23.59,"144",,,,walls,,,,./0.png
17.27,-7.75,"253",Oehue,,,Neutrals,undefined,Kenku,No religion,"5917",1374.42,630.09,-7.75,17.27,"144",,,,,plaza,,,./0.png
-14.99,2.47,"254",Zaled,Naragz,Naragz County,Tragbigia,Empire of Tragbigia,Dwarf (Hill),The Norse Pantheon,"6280",600.26,384.83,2.47,-14.99,"169",,,,walls,,,,./0.png
-17.11,0.89,"255",Hovden,Breidravik,Breidravik County,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"2528",549.39,422.59,0.89,-17.11,"196",,,citadel,,plaza,,,./0.png
-22.17,4.66,"256",Hofndende,Bifniria,Bifniria County,Tragbigia,Empire of Tragbigia,Dwarf (Mountain),The Norse Pantheon,"2916",427.85,332.09,4.66,-22.17,"225",,,citadel,,plaza,,,./0.png
-14.62,1.84,"257",Shathel,Naragz,Naragz County,Tragbigia,Empire of Tragbigia,Dwarf (Hill),The Norse Pantheon,"1294",609.1,399.82,1.84,-14.62,"225",,,citadel,,,,,./0.png
-10.63,5.63,"258",Opalen,Bostad,Bostad County,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"396",704.83,308.81,5.63,-10.63,"324",,,,,,,,./0.png
-22.73,3.69,"259",Thorsjah,Rogsnesia,Rogsnesia County,Tragbigia,Empire of Tragbigia,Dwarf (Mountain),The Norse Pantheon,"3056",414.54,355.32,3.69,-22.73,"324",,,,,plaza,,,./0.png
-21.02,-1.21,"260",Valhei,Stamland,Stamland Earldom,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"405",455.61,472.95,-1.21,-21.02,"324",,,citadel,,plaza,,,./0.png
16.28,-8.44,"261",Kaiopookea,,,Neutrals,undefined,Kenku,No religion,"2984",1350.72,646.68,-8.44,16.28,"324",,,,,plaza,,,./0.png
-10.77,4.35,"262",Sordur,Bostad,Bostad County,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"989",701.44,339.51,4.35,-10.77,"400",,,,,,,,./0.png
-8.41,5.23,"263",Fenelahver,Hofosen,Hofosen Earldom,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"631",758.27,318.54,5.23,-8.41,"441",,,,,,,,./0.png
-15.79,1.51,"264",Karllanvog,Breidravik,Breidravik County,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"1016",581,407.85,1.51,-15.79,"676",,,citadel,,,,,./0.png
-26.02,0.57,"265",Flostrand,Mehamnia,Mehamnia Territory,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"1869",335.54,430.25,0.57,-26.02,"676",,,,,,,,./0.png
-12.51,3.29,"266",Olstad,Stamstania,Stamstania County,Tragbigia,Empire of Tragbigia,Dwarf,The Norse Pantheon,"389",659.83,365.02,3.29,-12.51,"900",,,,,plaza,,,./0.png
-0.25,16.34,"267",Felland,,,Neutrals,undefined,Dragonborn,No religion,"2263",954.02,51.96,16.34,-0.25,"4",,,,,plaza,,,./0.png
1.01,16.55,"268",Hokerjord,,,Neutrals,undefined,Dragonborn,No religion,"492",984.26,46.92,16.55,1.01,"4",,,citadel,,,,,./0.png
11.96,16.55,"269",Undraurthozhor,,,Neutrals,undefined,Fairy,No religion,"383",1246.98,46.87,16.55,11.96,"4",,,citadel,,,,,./0.png
-30.89,16.05,"270",Jarnsvolla,,,Neutrals,undefined,Kobold,No religion,"2526",218.67,58.86,16.05,-30.89,"4",,,,,plaza,,,./0.png
-4.52,15.97,"271",Nenestoro,,,Neutrals,undefined,Dragonborn,No religion,"388",851.5,60.7,15.97,-4.52,"4",,,,,plaza,,,./0.png
4.62,15.67,"272",Skroyavik,,,Neutrals,undefined,Dragonborn,No religion,"391",1070.8,67.83,15.67,4.62,"4",,,,,,,,./0.png
9.27,15.8,"273",Qalbirk,,,Neutrals,undefined,Yuan-ti,No religion,"2834",1182.6,64.8,15.8,9.27,"4",,,citadel,walls,plaza,,,./0.png
-29,15.11,"274",Bifjordal,,,Neutrals,undefined,Kobold,No religion,"1314",264.01,81.47,15.11,-29,"4",,,,,,,,./0.png
-26.9,15.21,"275",Amju,,,Neutrals,undefined,Goblin,No religion,"2006",314.42,78.86,15.21,-26.9,"4",,,citadel,,plaza,,,./0.png
11.79,15.33,"276",Llurthyr,,,Neutrals,undefined,Fairy,No religion,"2157",1242.97,76.11,15.33,11.79,"4",,,,,plaza,,,./0.png
-27.84,14.6,"277",Leroyri,,,Neutrals,undefined,Hobgoblin,No religion,"1297",291.81,93.71,14.6,-27.84,"4",,,citadel,,,,,./0.png
-25.07,14.69,"278",Pantion,,,Neutrals,undefined,Hadozee,No religion,"605",358.38,91.35,14.69,-25.07,"4",,,citadel,walls,,,,./0.png
-4.96,14.86,"279",Olhustad,,,Neutrals,undefined,Dragonborn,No religion,"2178",840.96,87.44,14.86,-4.96,"4",,,,walls,,,,./0.png
-3.79,14.69,"280",Onskernes,,,Neutrals,undefined,Dragonborn,No religion,"2873",869.09,91.5,14.69,-3.79,"4",,,,walls,,,,./0.png
-29.68,14.25,"281",Braudale,,,Neutrals,undefined,Kobold,No religion,"406",247.65,102.05,14.25,-29.68,"4",,,citadel,,,,,./0.png
-6.51,14.21,"282",Straureyri,,,Neutrals,undefined,Dragonborn,No religion,"5585",803.81,103.01,14.21,-6.51,"4",,,,walls,plaza,,shanty town,./0.png
-0.7,13.86,"283",Bakkafjor,,,Neutrals,undefined,Dragonborn,No religion,"3294",943.13,111.42,13.86,-0.7,"4",,,,,plaza,,,./0.png
7.83,14.14,"284",Sharadah,,,Neutrals,undefined,Yuan-ti,No religion,"3630",1148.03,104.6,14.14,7.83,"4",,,,walls,plaza,,,./0.png
25.02,13.44,"285",Kalean,Imsenatha,Imsenatha County,Dranzandyndor,Empire of Dranzandyndor,Elf (Mark of Shadow),The Egyptian Pantheon,"868",1560.54,121.46,13.44,25.02,"4",,,,,,,,./0.png
-20.92,12.57,"286",Thorstad,,,Neutrals,undefined,Bugbear,No religion,"1251",457.8,142.28,12.57,-20.92,"4",,,,,,,,./0.png
-14.23,13.0,"287",Tithenos,,,Neutrals,undefined,Minotaur,No religion,"662",618.5,132,13,-14.23,"4",,port,citadel,,,,,./0.png
-13.24,12.16,"288",Skylcis,,,Neutrals,undefined,Minotaur,No religion,"375",642.22,152.24,12.16,-13.24,"4",,,,,,,,./0.png
-12.3,12.3,"289",Arnas,,,Neutrals,undefined,Minotaur,No religion,"1978",664.78,148.79,12.3,-12.3,"4",,,,,plaza,,,./0.png
-32.06,11.64,"290",Tethardrod,,,Neutrals,undefined,Half-Orc,No religion,"1810",190.63,164.63,11.64,-32.06,"4",,,,,plaza,,,./0.png
-1.5,11.54,"291",Solhus,,,Neutrals,undefined,Dragonborn,No religion,"5018",924,167,11.54,-1.5,"4",,port,,walls,plaza,temple,,./0.png
-0.32,11.45,"292",Soyavikken,,,Neutrals,undefined,Dragonborn,No religion,"3894",952.27,169.11,11.45,-0.32,"4",,,citadel,,plaza,,,./0.png
-18.2,10.75,"293",Amphicosme,,,Neutrals,undefined,Minotaur,No religion,"400",523.19,185.92,10.75,-18.2,"4",,,citadel,walls,,,,./0.png
27.84,11.2,"294",Aleanfedil,Nythyrlor,Nythyrlor Earldom,Dranzandyndor,Empire of Dranzandyndor,Elf (Sea),The Egyptian Pantheon,"3679",1628.12,175.13,11.2,27.84,"4",,,citadel,walls,plaza,,,./0.png
-4.27,10.57,"295",Laudir,,,Neutrals,undefined,Autognome,No religion,"2554",857.54,190.44,10.57,-4.27,"4",,,,,plaza,,,./0.png
-1.75,10.34,"296",Kodinde,,,Neutrals,undefined,Dragonborn,No religion,"380",918.12,195.77,10.34,-1.75,"4",,,citadel,,plaza,,,./0.png
-31.99,9.67,"297",Nyirkesatad,,,Neutrals,undefined,Half-Orc,No religion,"1739",192.13,211.96,9.67,-31.99,"4",,,,,plaza,,,./0.png
-31.15,9.67,"298",Dombrad,,,Neutrals,undefined,Half-Orc,No religion,"926",212.38,211.83,9.67,-31.15,"4",,,citadel,,,,,./0.png
-28.1,8.92,"299",Csongha,,,Neutrals,undefined,Orc,No religion,"1513",285.7,230,8.92,-28.1,"4",,,citadel,,,,,./0.png
-4.2,9.04,"300",Blokka,,,Neutrals,undefined,Autognome,No religion,"922",859.3,227.04,9.04,-4.2,"4",,,citadel,,,,,./0.png
29.52,5.04,"301",Oloriathrion,,,Neutrals,undefined,Elf,No religion,"404",1668.4,323.08,5.04,29.52,"4",,,citadel,,plaza,,,./0.png
32.9,2.56,"302",Senyasad,,,Neutrals,undefined,Elf,No religion,"396",1749.61,382.47,2.56,32.9,"4",,,,,,,,./0.png
28.3,1.91,"303",Elobethse,,,Neutrals,undefined,Elf,No religion,"1325",1639.17,398.27,1.91,28.3,"4",,,citadel,,plaza,,,./0.png
31.85,-0.8,"304",Ninenil,,,Neutrals,undefined,Elf,No religion,"3041",1724.42,463.21,-0.8,31.85,"4",,,,walls,plaza,,,./0.png
-12.91,-2.1,"305",Sorland,,,Neutrals,undefined,Dwarf,No religion,"1230",650.19,494.36,-2.1,-12.91,"4",,,citadel,walls,,,,./0.png
31.74,-2.46,"306",Eerarilean,,,Neutrals,undefined,Elf,No religion,"487",1721.87,502.93,-2.46,31.74,"4",,,,,,,,./0.png
30.93,-3.41,"307",Himnalean,,,Neutrals,undefined,Elf,No religion,"381",1702.37,525.78,-3.41,30.93,"4",,,,walls,,,,./0.png
3.13,-4.81,"308",Cascanoliso,,,Neutrals,undefined,Aasimar,No religion,"5532",1035,559.5,-4.81,3.13,"4",,port,citadel,walls,,temple,,./0.png
29.79,-5.98,"309",Mythlond,,,Neutrals,undefined,Elf,No religion,"383",1674.92,587.41,-5.98,29.79,"4",,,,walls,,,,./0.png
31.84,-6.4,"310",Sylleandor,,,Neutrals,undefined,Elf,No religion,"385",1724.08,597.5,-6.4,31.84,"4",,,,,plaza,,,./0.png
-24.86,-9.82,"311",Klovspo,,,Neutrals,undefined,Haregon,No religion,"4238",363.35,679.64,-9.82,-24.86,"4",,,citadel,,,,,./0.png
32.17,-11.38,"312",Vemellanara,,,Neutrals,undefined,Elf,No religion,"375",1732.11,717.2,-11.38,32.17,"4",,,citadel,walls,,,,./0.png
-36.08,-11.87,"313",Baglialia,,,Neutrals,undefined,Human,No religion,"3094",94,728.97,-11.87,-36.08,"4",,,,walls,plaza,,,./0.png
35.39,-12.15,"314",Machlondrin,Sylfa,Sylfa Shire,Dranzandyndor,Empire of Dranzandyndor,Astral Elf,The Egyptian Pantheon,"878",1809.39,735.61,-12.15,35.39,"4",,,,,,,,./0.png
31.11,-13.5,"315",Aethyr,,,Neutrals,undefined,Elf,No religion,"381",1706.66,767.91,-13.5,31.11,"4",,,,,plaza,,,./0.png
32.1,-14.39,"316",Ollsle,,,Neutrals,undefined,Elf,No religion,"1147",1730.28,789.39,-14.39,32.1,"4",,,,,,,,./0.png
33.88,-14.87,"317",Elumyterion,Sylfa,Sylfa Shire,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"3173",1773.06,800.99,-14.87,33.88,"4",,,,,,,,./0.png
35.91,-17.41,"318",Filssad,Ceraloraset,Ceraloraset County,Dranzandyndor,Empire of Dranzandyndor,Elf,The Egyptian Pantheon,"4389",1821.72,861.92,-17.41,35.91,"4",,,citadel,walls,plaza,,,./0.png
17.69,-17.68,"319",Kauli,,,Neutrals,undefined,Firbolg,No religion,"412",1384.5,868.41,-17.68,17.69,"4",,,,,plaza,,,./0.png
